,name,rate,reviews_num,type,price_level,review,lat,lng,subtype,hotness
591,Sirocco Restaurant & Bar,5,66,"Bar, International",$$ - $$$,“Good food”,35.676521,139.707871,Bar,396
559,Paradise Road,4.3,82,"Asian, Thai",$$ - $$$,“Nice service and good food”,-37.8805659,145.1644852,Thai,434.6
560,Potsticker Restaurant,4,88,"Asian, Chinese",$$ - $$$,“Nice CHINESE restaurant with good staff”,-37.8694881,145.0251102,Chinese,440
594,Corte,4.2,78,"Spanish, Argentinean",$$ - $$$,“Very good food and ambience”,-37.8402778,144.9402778,,405.6
562,Le Cirque Fine Foods,3,116,"Cafe, International",$$ - $$$,“Comfortable cafe with tasty foods”,-37.8129592,144.9374209,Caf�,464
563,48h Pizza e Gnocchi Bar South Yarra,4.4,79,"Italian, Pizza",$$ - $$$,"“Very impressive options for gluten-free (one of our party, who is a regular,...”",-37.8474418,144.9990989,Italian,426.6
564,sho noodle bar,2.7,128,"Asian, Chinese",$$ - $$$,“Quick food - food court quality”,-37.8225936,144.9594149,Chinese,473.6
602,Yeonga Korean BBQ,4.5,71,"Barbecue, Asian",$$ - $$$,“Good Korean BBQ”,-37.8056217,144.9569746,Barbecue,390.5
566,Mabel Jones,4.3,80,"Cafe, Australian",$$ - $$$,“Disappointing food”,-37.704727,145.10271,Australian,424
567,Shimbashi Soba & Sake Bar,3.9,88,"Japanese, Asian",$$ - $$$,"“We had ordered some edamame, gyoza, tempura, and okonomiyaki.”",35.6674058,139.7555658,Japanese,431.2
568,Pho Dzung City Noodle Shop,3.9,88,"Asian, Vietnamese",$,"“... Hue soup sans noodles, but with ext...”",-37.8110079,144.9675274,Vietnamese,431.2
569,Riva Cafe and Bar,3.9,88,"Cafe, Australian",$$ - $$$,“Great Place”,-37.8755269,144.9751447,Australian,431.2
570,Park St,3.5,98,"Cafe, Australian",$$ - $$$,“... that this is super Melbourne coffee.”,-37.8352229,144.9615989,Australian,441
571,Tia To,3.2,107,"Asian, Vietnamese",$$ - $$$,“I had a large pork chop and rice with a glass of bubbles for $15.”,-37.8234367,144.9580861,Vietnamese,449.4
572,Uncle Collins Street,4.5,76,"Asian, Vietnamese",$$ - $$$,“... find even though it's on a big street.”,-37.8136473,144.9733303,Vietnamese,418
603,Woods Cafe - Bar - Restaurant,2.9,110,"International, Australian",$$ - $$$,“Delicious spot for lunch”,-37.8462826,144.9787932,Australian,429
574,Man Mo,4.2,81,"Chinese, Asian",$$ - $$$,“Wow. Fantastic Anniversary venue. But...”,-37.8230794,144.9539024,Chinese,421.2
575,Zurouna,4,85,"Lebanese, Mediterranean",$$ - $$$,"“We shared a main of Lahem Meshwee, skewers of marinated lamb fillet, and supe...”",-37.8398708,144.99752,Mediterranean,425
576,Ichi Ichi Ku Izakaya,4.3,79,"Japanese, Sushi",$$ - $$$,"“Tiny, cozy and beautiful place for lunch!”",-37.834444,144.982252,Japanese,418.7
577,A25 Pizzeria CBD,4.4,77,"Italian, Pizza",$$ - $$$,“Gluten Free Pizza - accredited by Coeliac...”,-37.8128759,144.9607949,Italian,415.8
578,Jungle Juice Bar,4.7,72,"Cafe, Australian",$,“Huge range of delicious bagels.”,-37.8165477,144.9655452,Australian,410.4
579,Bodega Underground,4.1,82,"Mexican, Bar",$$ - $$$,“Bottomless brunch = great value”,-37.8109426,144.9709804,Mexican,418.2
629,Penang Road,4.1,73,"Asian, Malaysian",$,“Omg!! Char Kway Teow and Nasi Lemak with Beef Curry were 5 / 5. Flavors - Ban...”,-37.8298472,144.9594389,Malaysian,372.3
581,Ripples Bentleigh,4,84,"Chinese, Asian",$$ - $$$,"“Try the chicken hot pot dish, and the half duck (with bones).”",-37.9186171,145.0407139,Chinese,420
582,Steer Dining Room,4.6,73,"Steakhouse, Australian",$$ - $$$,“Better than 5 out of 5”,-37.8376944,144.993575,Australian,408.8
583,Park Street Pasta & Wine,3.9,86,"Italian, Mediterranean",$$ - $$$,“Pop up shop”,35.6641625,139.6991423,Italian,421.4
641,Meatworksco,4.4,65,"International, Barbecue",$$ - $$$,“We shared a smoked meat platter and about 5 sides between three meat eaters a...”,-37.8299329,144.9597066,Barbecue,351
647,Polepole Bar & Kitchen,4.6,61,African,$$ - $$$,"“... the goat curry, mango salad, coconu...”",35.4678452,139.5805438,African,341.6
586,Rock Paper Scissors,4.5,74,"Cafe, Australian",$$ - $$$,“Great food and service”,-37.8421597,144.9397715,Australian,407
587,Cherry & Twigs,2.7,123,"Cafe, Australian",$,"“... roll and simply lovely Eggs Benedict with a choice of smoked salmon, ham ...”",35.8585098,139.9748382,Australian,455.1
588,Saravanaa Bhavan,4,83,"Indian, Asian",$$ - $$$,“Excellent ghee roast dosa”,-37.816998,144.9558178,Indian,415
589,Caffe Duomo Ristorante & Bar,4.2,79,"Italian, Cafe",$$ - $$$,“Had a morning coffee”,43.7735314,11.2573741,Italian,410.8
590,Bratwurst Shop & Co,4.8,69,"German, Fast Food",$,“Delicious!”,35.5892382,139.5587524,Europe,400.2
659,Sarawak Kitchen,4,68,"Asian, Malaysian",$,“Something a little different from...”,-37.8079915,144.9599902,Malaysian,340
592,Highlander Bar,4.2,78,"Bar, Pub",$$ - $$$,“Good counter meal”,-37.819686,144.95798,Pub,405.6
593,Michelino's Trattoria,4.2,78,"Italian, Pizza",$$ - $$$,“Awesome steak and shanks”,-37.803,144.967,Italian,405.6
665,Sahara Restaurant and Bar,3.4,79,"African, Moroccan",$$ - $$$,“Tasty food”,-37.8110383,144.9642762,African,347.6
595,Stuzzichino Caffe,4.3,76,"Italian, Cafe",$$ - $$$,“lovely friendly experience”,-37.8017254,144.9665593,Italian,402.8
596,Golden Gate Hotel,4.3,76,"Bar, Pub",$$ - $$$,“A bit more than a pub”,-37.8317929,144.9597133,Pub,402.8
597,Gong De Lin,4.4,74,"Chinese, Asian",$$ - $$$,"“Beautiful food, speedy service”",-37.8118076,144.9651573,Chinese,399.6
598,Mesa Verde,4.4,74,Mexican,$$ - $$$,“Mexican heaven tequila”,-37.8120073,144.965137,Mexican,399.6
599,Izakaya Chuji Japanese Restaurant,4.2,77,"Japanese, Asian",$$ - $$$,“Good but could be so much better”,-37.8108917,144.9676778,Japanese,400.4
600,Strozzi Restaurant,4.3,75,Italian,$$ - $$$,“Now for lunch... all the pasta is genui...”,-37.8166376,144.9631407,Italian,397.5
601,Il Carretto,4.3,75,"Italian, Pizza",$$ - $$$,“Every pizza pasta and risotto I have had has been wonderful!!”,-37.788383,144.976304,Italian,397.5
672,Little Africa,4.7,56,"African, Ethiopian",$$ - $$$,"“Everything was wonderful – stand outs for me were the lamb, the lentils and t...”",-37.8058916,144.9540531,African,319.2
675,ChangGo,4.6,57,"Barbecue, Asian",$$ - $$$,"“... in this korean bbq, we did the 55 d...”",-37.8094517,144.9617432,Barbecue,319.2
604,At Ease - Easy Thai,4.3,74,"Asian, Thai",$,“Favorite Thai munchies in Melb”,-37.8112572,144.9666395,Thai,392.2
605,Darling,4.3,74,"Cafe, Australian",$$ - $$$,“Great for breakfast and lunch”,-37.8385316,144.9916206,Australian,392.2
606,Isan Soul Thai Street Food,4.4,72,"Asian, Thai",$$ - $$$,“Fabulous”,-37.8119612,144.970178,Thai,388.8
607,Il Sole,4.4,72,"Italian, Australian",$$ - $$$,“Italian but we had seafood”,-37.5868988,145.1267318,Australian,388.8
608,I Love Dumplings,3.8,83,"Chinese, Asian",$,“Always safe pick with dumplings”,-37.7622184,144.9617466,Chinese,398.4
609,Daughter in Law,4.2,75,"Indian, Grill",$$ - $$$,“A Fun Indian Restaurant-Very Good Value”,-37.8108154,144.9714971,Indian,390
678,The Imperial South Yarra,4.2,62,"Bar, Australian",$$ - $$$,"“Great Venue, crap service, not enough...”",-37.8415882,144.9953603,Australian,322.4
611,Kuni's Japanese Restaurant,4.7,67,"Japanese, Asian",$$ - $$$,“Cocktails -Two for one”,-37.810396,144.970327,Japanese,381.9
612,Hot Poppy,4.4,71,"Cafe, Australian",$$ - $$$,“Delicious!”,-37.8047964,144.9491014,Australian,383.4
613,Chin Chin's at Koto Moon,4.4,71,"Japanese, Thai",$$ - $$$,“Great venue for a large group”,-37.790014,144.971506,Japanese,383.4
614,Shangai Dragon Dumpling House,3.9,80,"Chinese, Asian",$,"“Fantastic hand made dumplings and steam buns, well priced, friendly staff and...”",-37.8124505,144.9677463,Chinese,392
615,The Hotel Albion,4.1,76,"Bar, Pub",$$ - $$$,“Great watering hole”,-37.831577,144.9560202,Pub,387.6
616,Wood n Chimney,4.1,76,"Bar, Pizza",$$ - $$$,“Had dinner here as a part of a hens party.”,-37.826812,145.006486,Pizza,387.6
617,Kanteen,4.2,74,"Cafe, Australian",$$ - $$$,“The best muffins in Melbourne”,-37.8340156,145.0047576,Australian,384.8
618,Spice Club Indian Brasserie,4.3,72,"Indian, Asian",$$ - $$$,“Best Indian - it’s insane!”,-37.8398826,144.9977266,Indian,381.6
619,Calia,4.1,75,"Japanese, Asian",$$ - $$$,“... Aburi Salmon (Flamed seared salmon ...”,-37.8124446,144.963875,Japanese,382.5
620,The Premises,4.1,75,"Cafe, Australian",$$ - $$$,“Great spot”,-37.7943229,144.9302457,Australian,382.5
621,Osteria 20,4.3,71,"Italian, Pizza",$$ - $$$,"“... cooked lamb ragu and peas), Affogat...”",-37.8170801,145.0365927,Italian,376.3
622,The Leveson,4.3,71,"Bar, Pub",$$ - $$$,“Quality Steak Dinner”,-37.8036893,144.9512784,Pub,376.3
623,Pho 7,3.7,82,"Asian, Vietnamese",$,“Little Pho.”,-37.8148706,144.9637535,Vietnamese,385.4
624,Turf Sports Bar & Grill,4.1,74,"Bar, Pub",$$ - $$$,“Great weekly special meals”,-37.8154398,144.9606623,Pub,377.4
625,Bar Carolina,4.5,67,"Italian, European",$$ - $$$,“Amazing Pasta”,-37.838679,144.9880041,Italian,368.5
626,Spicy Korea,4.3,70,"Asian, Korean",$,"“Came with purple rice, kimchi and salad.”",-37.817833,144.954844,Korean,371
627,Wagyu One,3.9,77,"Barbecue, Japanese",$$ - $$$,"“... sushi, rice, noodle, soup and desse...”",-37.8120687,144.9695645,Japanese,377.3
628,Gypsy & Pig,5,60,"Asian, Japanese",$$ - $$$,“One of the BEST Japanese anywhere...”,35.6588338,139.7085351,Japanese,360
682,Ayam Chef,4.3,60,"Asian, Malaysian",$,“... the Gado Gado and the Kam Hoing Prawns which were superb and certainly ap...”,-37.8298224,144.9679323,Malaysian,318
630,Thai city,4.4,68,"Asian, Thai",$$ - $$$,"“We ordered 3 dishes Tom yum Kung, Penang chicken curry and papaya salad.”",-37.804155,144.96665,Thai,367.2
687,Dee Casa,3.8,67,"International, Australian",$$ - $$$,“Awesome Meal”,-37.8233959,144.9633395,Australian,321.6
632,The James Hotel,2.9,103,"Bar, Pub",$$ - $$$,“Nice atmosphere but over priced”,-37.8158139,144.9385656,Pub,401.7
633,The Olive Jar,4.5,66,"Italian, Pizza",$$ - $$$,“My buddy was talked into Tiramisu and l...”,-37.795364,144.971153,Italian,363
634,The blue Room,4,74,Mediterranean,$$ - $$$,“Good food but slow”,-37.8344746,144.960974,Mediterranean,370
635,Dragon Boat,5,59,"Chinese, Asian",$$ - $$$,“Average place for dim sum.”,-37.8200714,144.9396732,Chinese,354
636,Tropicana Juice Food Bar,4.3,68,"Cafe, Australian",$,“Brekky”,-37.813455,144.962502,Australian,360.4
637,Gold Leaf,3.4,85,"Chinese, Asian",$$ - $$$,“Tasty Dim Sum”,-37.8124179,144.9371132,Chinese,374
638,Macelleria,4.5,64,"Steakhouse, Australian",$$ - $$$,"“The Fungo Burger was grilled and the juicy beef served with mushrooms, Swiss...”",-37.8250946,144.993791,Australian,352
639,Gochi,3,96,"Japanese, Sushi",$$ - $$$,“Tasty enjoyable meal”,-37.8231287,144.958113,Japanese,384
640,Aja Restaurant,4.1,70,"Asian, Thai",$$ - $$$,“One of the better restaurants in Albert...”,-37.840428,144.955832,Thai,357
691,Smokey's All American BBQ,4,63,"American, Barbecue",$$ - $$$,“Solid BBQ food”,-37.84966,144.993885,American,315
642,Ikea,4.2,68,"Cafe, European",$,“Furnish your house at Ikea and eat Swedish meatballs”,-37.8125149,145.011198,Europe,353.6
643,Sam Sam Korean Fried Chicken,3.2,89,"Asian, Korean",$,“Wow. This is authentic good”,-37.8107168,144.9650461,Korean,373.8
644,Saporito Cafe Bar & Grill,4.4,64,"Cafe, Australian",$$ - $$$,“Yum Yum Yum Veggie burger with Halloumi...”,-37.8227778,144.9663889,Australian,345.6
645,Man MO WTC,4.2,67,"Chinese, Asian",$$ - $$$,“... and enjoy the view of the outside w...”,-37.8230794,144.9539024,Chinese,348.4
646,Nam Loong Restaurant,3.8,74,"Chinese, Asian",$,“Average and Oily food”,-37.8113175,144.9671304,Chinese,355.2
692,Wilson & Market,4.4,57,Australian,$$ - $$$,“Great breakfast”,22.258126,114.197958,Australian,307.8
648,Giro d'Italia,4.9,57,"Italian, Tuscan",$$ - $$$,“I ordered the Gnocci Ragu (made with be...”,-37.8356688,144.9759849,Italian,336.3
649,George Street Cafe,4.5,62,"Cafe, Australian",$,“Great Coffee & Scones.”,-37.8157043,144.9881451,Australian,341
650,Franco-Belge,4.5,62,"French, Belgian",$$ - $$$,“My wife had duck cooked in cherry sauce...”,-37.8301546,145.0557033,French,341
651,Skewer'd,4.5,62,"Mediterranean, Greek",$,“Favourite Greek Ever 😍”,-37.8397793,144.9409337,Mediterranean,341
652,Pepper Lunch,4.1,68,"Asian, Japanese",$,“Fresh and Tasty”,-37.8113889,144.9616667,Japanese,346.8
653,The Shaw Davey Slum,4.1,68,"Bar, Pub",$,"“First night in Melbourne we took a wrong turn and got lost, ended up here.”",-37.7974977,144.9687031,Pub,346.8
654,Nandos Swanston St,4.2,66,"Fast Food, Portuguese",$,“Yummy BBQ Chicken!”,-37.8121523,144.9710566,Fast Food,343.2
655,The Cliveden Bar & Dining,3.9,71,"Mediterranean, European",$$ - $$$,“Bar food - short menue”,-37.815769,144.9828376,Mediterranean,347.9
656,The Toff in Town,4.3,64,"Bar, Thai",$$ - $$$,“Thai Dining in a din”,-37.8120474,144.9651441,Thai,339.2
657,Arkibar Cucina,4.2,65,Italian,$$ - $$$,“Excellent family style restaurant.”,-37.8310076,144.9663033,Italian,338
658,Amigos Chapel Street,3.9,70,Mexican,$$ - $$$,“Delicious dinner”,-37.8433216,144.9949572,Mexican,343
694,Watermark Docklands,4.1,61,"Bar, Australian",$$ - $$$,“Stop using single-use plastic!”,-37.818718,144.94432,Australian,311.1
695,Grill'd,4.3,58,"Australian, American",$,“Zen Hen”,-37.8101221,144.962971,American,307.4
661,Pho24,3,90,"Fast Food, Asian",$,“Vietnam in Melbourne”,-37.8158793,144.9529182,Fast Food,360
662,La Camera Restaurant & Bar,3.6,75,Italian,$$ - $$$,“Nice Italian at La Camera Southgate”,35.699769,139.771827,Italian,345
663,MOSHI MOSHI Japanese Restaurant,4.2,64,"Japanese, Sushi",$$ - $$$,“Excellent service”,-37.8411016,144.9396544,Japanese,332.8
664,Middle Fish,4.2,64,"Asian, Thai",$$ - $$$,“Funky eatery with tasty wholesome Asian...”,-37.8025683,144.9590113,Thai,332.8
702,Saxe,4.7,52,"Contemporary, Australian",$$ - $$$,"“Our friends enjoyed the wagyu beef , barramundi and quail immensely.”",-37.8138305,144.9599794,Australian,296.4
666,Bella Cosi,4,67,"Italian, Cafe",$$ - $$$,“There is also a wide selection of home made cakes and biscuits.”,-37.841789,144.936162,Italian,335
667,Il Parco,4.7,57,"Italian, Mediterranean",$$ - $$$,“Abruzzo is opposite Rome. on the wester...”,-37.7452294,144.9112357,Italian,324.9
668,Post Deng cafe,4.6,58,"Asian, Chinese",$$ - $$$,“The Post Deng Cafe is in Chinatown.”,-37.8120947,144.9661875,Chinese,324.8
669,Pretty Boy Italian Steakhouse,4.3,62,"Italian, Steakhouse",$$ - $$$,"“... PASTA Tuffle Ragu,Pasta this was am...”",-37.8119675,144.9600506,Italian,328.6
670,Dikstein's Corner Bar,4.3,62,"Bar, Pizza",$,“Pretty Cool”,-37.816313,144.960337,Pizza,328.6
671,The Limerick Arms,4.1,65,"Bar, Pub",$$ - $$$,“I had lamb ribs for entree and calamari for main.”,-37.835419,144.9614748,Pub,331.5
706,Ryne,4.6,53,"Contemporary, Australian",$$$$,“Shame no BYO now”,-37.7843321,144.9827018,Australian,296.8
673,Mad Duck Cafe,4.1,64,"Cafe, Australian",$$ - $$$,“Toast and Coffee”,-37.8244423,144.9444334,Australian,326.4
674,Oppa Korean Kitchen,4.1,64,"Asian, Korean",$,“Good service with authentic Korean food”,-37.811881,144.9646777,Korean,326.4
709,Kedai Satay,4.5,54,"Asian, Indonesian",$,"“we saw this place walking down King Street and gave it a try, Had the gado ga...”",-37.8157057,144.9556643,Malaysian,297
676,Ling Nan Chinese Restaurant,3.9,67,"Chinese, Asian",$$ - $$$,“Not memorable”,-37.81208,144.96655,Chinese,328.3
677,Royal Mail Hotel on Spencer,4.5,58,"Bar, Pub",$$ - $$$,“Excellent food & drinks - but not what it...”,-37.8084232,144.9483186,Pub,319
716,Caboose Canteen,3.4,71,Australian,$$ - $$$,“Nice in the sun”,-37.8160815,144.9665792,Australian,312.4
679,The Great Northern Hotel,4.4,59,"Bar, Pub",$$ - $$$,"“No Frills Pub and pub food , highlight is the outdoor area/ beer garden”",-37.7820018,144.9734737,Pub,318.6
680,Frank's Ristorante,3.7,70,"Italian, Seafood",$$ - $$$,“Birthday dinner”,-37.737402,144.892938,Italian,329
681,"Iki-jime, Seafood by Vue",4.3,60,"Australian, Seafood",$$$$,“The tuna ceviche and seared scallops were absolutely divine.”,-37.8158667,144.9600806,Australian,318
717,Market Lane Bar,4.2,57,Australian,$$ - $$$,“Cozy bar tucked away in the...”,-37.8183583,144.9581237,Australian,296.4
683,Insignia on Flinders,4.3,60,"Bar, Pub",$,“Nice Pub”,-37.820061,144.957673,Pub,318
684,Ikkoryu Fukuoka Ramen,4.3,60,"Japanese, Asian",$$ - $$$,“Good example of a Fukuoka ramen shop”,-37.8159256,144.9693692,Japanese,318
685,Tahini Lebanese Diner,4.5,57,"Lebanese, Mediterranean",$$ - $$$,"“... super moist Falafel, fresh Salads, ...”",-37.814711,144.9567462,Mediterranean,313.5
686,Noodle Kingdom,3.4,75,"Chinese, Asian",$,“Oh the lovely noodles”,-37.7382729,145.0037542,Chinese,330
721,The Glasshouse Caulfield,3.9,61,"Bar, Australian",$$ - $$$,“From newcastle”,-37.8773075,145.040021,Australian,298.9
688,ShanDong MaMa mini,4.7,54,"Asian, Chinese",$,“Pocketful of goodness”,-37.8167056,144.9655546,Chinese,307.8
689,Mama Rumaan,4.3,59,"Middle Eastern, Arabic",$$ - $$$,“Very enjoyable”,-37.8167654,144.9434747,Middle Eastern,312.7
690,Caffe Panette,4,63,"Cafe, Australian",$$ - $$$,"“Busy setting, a bit pricey but good food”",-37.8327885,144.9574633,Australian,315
722,Blue's Bar & Grill,4.1,58,"Australian, Bar",$$ - $$$,“Lunchtime specials”,31.234605,121.476836,Australian,295.8
727,Gallery Restaurant,4.3,55,Australian,$$ - $$$,“Great refurbishment fantastic food”,-37.82243,144.9684217,Australian,291.5
693,Mint-o-Mustard,3.8,66,"Indian, Middle Eastern",$$ - $$$,“Good but not a destination restaurant”,-37.814656,144.941918,Indian,316.8
748,Tap831,4.1,54,"Bar, Australian",$$ - $$$,"“So, where is your accent from?”",-37.8200187,144.9436994,Australian,275.4
751,Woodo Korean BBQ,4.4,50,"Barbecue, Asian",$$ - $$$,“Too much food with unlimited sides”,-37.8159438,144.9552647,Barbecue,270
696,Pie Face,3.5,71,"Fast Food, Cafe",$,“Better than I thought”,-37.8169651,144.9527979,Fast Food,319.5
697,Chilli Padi - Melbourne Central,4.2,59,"Indian, Chinese",$$ - $$$,“City Indian”,-37.8110186,144.9622916,Chinese,306.8
698,Ten Square Cafe,4.5,55,"Cafe, Australian",$$ - $$$,"“Great choice, the Vegan Stack was delicious and we even had some drinks after...”",-37.8119947,144.9605646,Australian,302.5
699,Toast Kitchen Cafe,4.4,56,"Gastropub, Cafe",$$ - $$$,“Great coffee and huge serves”,-37.8046474,144.9491338,Pub,302.4
700,The Rising Sun Hotel,4.4,56,"Bar, Pub",$$ - $$$,“Hi AllRecently moved to”,-37.8361207,144.9666659,Pub,302.4
701,Harbour Town Hotel,3,82,"Bar, Pub",$$ - $$$,“Nice pizza”,-37.812258,144.936874,Pub,328
753,Kl Bunga Raya,4.4,50,"Asian, Malaysian",$,“Wowsome”,-37.8043626,144.9496249,Malaysian,270
703,Tempura Hajime,4.7,52,"Japanese, Asian",$$$$,“Tempura to return (see what I did there)”,-37.8327583,144.9688833,Japanese,296.4
704,90 Secondi,4,61,"Italian, Pizza",$$ - $$$,“Average at best”,-37.8176925,144.9486753,Italian,305
705,Red Petite,4.6,53,"Asian, Thai",$$ - $$$,“Excellent Thai food!”,-37.8340477,144.9607721,Thai,296.8
754,The Bistro at RACV,4,55,Australian,$$ - $$$,"“Great venue, good food”",-37.8158872,144.9595931,Australian,275
707,Coopers Inn,4.2,58,"Pub, Bar",$,“Do yourself a favour and book”,-37.8091613,144.9694455,Pub,301.6
708,The Water Rat Hotel,4.2,58,"Bar, Pub",$$ - $$$,"“When next in Melbourne, would love to c...”",-37.8347645,144.9639513,Pub,301.6
755,The Savoy Restaurant,4.3,51,"Australian, International",$$ - $$$,“Lovely quiet ambiance”,-37.8177873,144.9538297,Australian,270.3
710,RACV Members Dining Room,4.5,54,"Australian, European",$$$$,“High tea”,-37.8162268,144.9598728,Australian,297
711,Green Man’s Arms,4.5,54,"Bar, Pub",$$ - $$$,"“Vegan, Vegetarian and Gluten Free Friendly”",-37.7969415,144.9678097,Pub,297
712,FAMISH'D - Salads & Stuff,4.4,55,"Cafe, Australian",$,“Lunch”,-37.813364,144.969407,Australian,297
713,Balderdash Cafe,4.4,55,"Cafe, Australian",$$ - $$$,“Omelette”,-37.8369444,144.9436111,Australian,297
714,Albion Hotel,4.1,59,"Bar, Pub",$,“Yummy steak”,-37.831577,144.9560202,Pub,300.9
715,Gas Eatery,4.1,59,"Cafe, Australian",$$ - $$$,“Breakfast it's all happening”,-37.832298,144.959536,Australian,300.9
761,Malthouse Theatre Bar & Kitchen,4.5,48,Australian,$$ - $$$,“Easy for before theatre food and drinks”,-37.8269701,144.9664968,Australian,264
769,The Barre,3.6,59,"Contemporary, Australian",$$ - $$$,“Another rebranding of the Curve bar and a...”,-37.8202051,144.9683072,Australian,271.4
718,Pho Nom,3.8,63,"Asian, Vietnamese",$,“Delicious and consistently delivers good...”,-37.8123741,144.9637604,Vietnamese,302.4
719,Motorino,4.6,52,"Italian, Pizza",$$ - $$$,“Good Food and service.”,-37.8299119,144.8719058,Italian,291.2
720,Palms on the Park,3.9,61,"Asian, Indian",$$ - $$$,“Refurbished dining area”,-37.8742638,145.1476135,Indian,298.9
774,Pondok Rempah,4.4,48,"Asian, Indonesian",$,“Delicious Indonesian food”,-37.8076079,144.9598161,Malaysian,259.2
781,Courthouse Hotel,4,52,"Bar, Spanish",$$ - $$$,“Lucky find”,-37.8029099,144.949865,Bar,260
723,Bokchoy Tang,2.9,82,"Chinese, Asian",$$ - $$$,“Scrumptious Chinese Cuisine”,-37.873987,145.024707,Chinese,319.8
724,Hawker Boys,4.4,54,"Asian, Vietnamese",$,“... chips and prawn in one bite!!) and dumplings from last visit in December.”,-37.8129421,144.9608214,Vietnamese,291.6
725,Mr,4.4,54,"Asian, Thai",$$ - $$$,“Can accommodate large group by booking in...”,-37.8389362,144.9750694,Thai,291.6
726,Batch,4.3,55,Cafe,$,“Our default option for eat out breakfast”,-37.8312861,144.9231182,Caf�,291.5
782,Merrywell - Crown Melbourne,3.3,63,"Bar, Australian",$,“This restaurant a wide range of food to select from.”,-37.8235767,144.9566657,Australian,270.9
728,The Penny Drop,4,59,"Cafe, Australian",$$ - $$$,“Visited here did breakfast.”,-37.8176172,145.1222894,Australian,295
729,Roza's kitchen southbank,4.8,49,"Italian, Pizza",$,“Great tandoori pizza”,-37.8237063,144.9630994,Italian,284.2
730,IGG International Buffet and Bar,2.9,81,"Seafood, International",$$ - $$$,“good service”,-37.8191274,144.9431225,Seafood,315.9
731,Tribeca Pizza,2.7,87,"Pizza, Italian",$$ - $$$,“Left unimpressed”,-37.809918,144.985236,Italian,321.9
732,Heartattack and Vine,4.6,51,"Italian, Wine Bar",$$ - $$$,"“Heartattack and Vine is a wine bar in Lygon Street serving Italian food, incl...”",-37.797643,144.9672859,Italian,285.6
733,Wagaya,4.3,54,"Japanese, Sushi",$$ - $$$,“Japanese fast food meal”,-37.812449,144.9673463,Japanese,286.2
734,Shanghai Dynasty,3,77,"Chinese, Asian",$$ - $$$,"“Looks 10, food 3”",-37.8121867,144.9666823,Chinese,308
735,Tokui Sushi,4.8,48,"Japanese, Sushi",$,“Super affordable but great quality!”,-37.8114983,144.9643991,Japanese,278.4
736,Kappo,4.6,50,"Japanese, Asian",$$$$,“Unique Japanese dining experience”,-37.8144966,144.9742878,Japanese,280
737,Mr Ramen San,4.6,50,"Japanese, Asian",$,“Delicious ramen in Melbourne”,-37.812401,144.967248,Japanese,280
738,The Conder Restaurant and Bar,3.7,62,"Japanese, Asian",$$ - $$$,“It's quite good.”,-37.8140633,144.943893,Japanese,291.4
739,Neapoli,4.4,52,"Wine Bar, Italian",$$ - $$$,“It’s why I love Melbourne”,-37.8134939,144.9673064,Italian,280.8
740,Hihou,4.4,52,"Japanese, Asian",$$ - $$$,“... authentic Japanese tapas-style meals with an incredible selection of sake.”,-37.8144385,144.9741938,Japanese,280.8
741,Sung's Kitchen,4.1,55,"Chinese, Asian",$$ - $$$,“Casual lunch with entertainment book”,-37.8083763,144.9591649,Chinese,280.5
742,Captains of Industry,4.6,49,"Cafe, Australian",$$ - $$$,“Excellently executed stereotypical...”,-37.81355,144.96247,Australian,274.4
788,The Emerson,3.8,54,"Bar, Australian",$$ - $$$,“Rooftop summer feels”,-37.8463072,144.9912078,Australian,259.2
744,Cafe Kinetic,4.4,51,"Cafe, Australian",$$ - $$$,“Light lunch - just the job”,-37.81545,144.970891,Australian,275.4
745,Lamb On Chapel,4,56,"Greek, Mediterranean",$,“Place to go for a traditional Greek...”,-37.8456463,144.9945947,Mediterranean,280
746,Udon Yasan,4.3,52,"Japanese, Fast Food",$,"“Best Udon and Tempura ever , a must try...”",-37.812729,144.9677634,Japanese,275.6
747,Aunty Franklee,4.2,53,"Chinese, Asian",$$ - $$$,"“My friend, who was raised in Singapore, ordered the dry Bak Kut Teh and loved...”",-37.8116627,144.9673142,Chinese,275.6
790,Jarrah Restaurant & Bar,3.9,52,"International, Australian",$$ - $$$,“Nice and quiet for dinner”,-37.8202763,144.9671612,Australian,254.8
749,East End Den,4.6,48,"Bar, European",$$ - $$$,"“Comfortable, cruisy, charming.”",-37.810965,144.971043,Europe,268.8
750,Mock Turtle Degraves,3.8,58,"Cafe, Australian",$,“Amazing first breakfast in Melbourne”,-37.8171446,144.9657651,Australian,278.4
791,Momami at Peppers Docklands,4.4,46,Australian,$$ - $$$,“Made the trip to Melbourne a delicious...”,-37.8147446,144.947122,Australian,248.4
752,Mister Close,4.4,50,"Cafe, Australian",$$ - $$$,“Excellent”,-37.8132014,144.9661154,Australian,270
792,Dansk at Denmark House,4.6,44,"Scandinavian, Danish",$$ - $$$,“Enjoyed European style sandwiches”,-37.8140569,144.9597541,,246.4
798,Marroo Korean charcoal BBQ & bar,3.5,57,"Barbecue, Asian",$$ - $$$,“Good Place to go with Mates”,-37.8156783,144.9615385,Barbecue,256.5
802,"The Carlton Bar, Balcony & Dining Room",4.5,44,"Bar, Australian",$$ - $$$,"“Great music, awesome vibe”",35.666512,139.7314982,Australian,242
