,name,rate,reviews_num,type,price_level,review,lat,lng,subtype,hotness
1167,Snag Stand,4.1,22,Fast Food,$,"“Good snag, small portions”",-37.8102097,144.9638445,Fast Food,112.2
1168,Noodle House by Lao Luangprabang,4.5,20,"Asian, Thai",$,“... Victoria Market and up two flights ...”,-37.8072219,144.9601284,Thai,110
1169,Bobbie peels,4.5,20,"Bar, Pub",$$ - $$$,“Great Function thanks to Bobbie Peels”,-37.8039559,144.9559626,Pub,110
1170,Impasto Forno Antico,4.5,20,"Italian, Cafe",$$ - $$$,"“very Friendly, super clean, and great...”",-37.7595863,144.8606109,Italian,110
1171,Bistro Vite,5,18,French,,"“Food, service & price..tick, tick, tick”",-37.8245567,144.9438576,French,108
1172,Code 21,4.7,19,"Cafe, Australian",$$ - $$$,“Opens early”,-37.778685,144.976251,Australian,108.3
1173,Ciel,4.7,19,"Cafe, Australian",$$ - $$$,“Breakfast of Champions”,-37.8288751,144.9556648,Australian,108.3
1174,The Hardware Club,4.9,18,Italian,$$ - $$$,"“Ps: the staff is amazing, and don’t forget to ask ask Michele about the amari...”",-37.8135709,144.961096,Italian,106.2
1175,Elceed,4.2,21,"Cafe, Australian",$$ - $$$,“My local”,-37.8025944,144.9470833,Australian,109.2
1176,Shonan Kamakura,4.4,20,"Japanese, Asian",$$ - $$$,“... spring rolls and Tonkatsu Ramen.”,-37.8202232,144.9565463,Japanese,108
1177,Char Siu House,4.4,20,"Chinese, Asian",$,“North Melbourne LOcal”,-37.804119,144.949078,Chinese,108
1178,Benito's,4,22,Italian,$$ - $$$,“Was great - but seems to have changed...”,-37.8163567,144.959874,Italian,110
1179,Fratelli,4,22,"Cafe, Australian",$,“Big tasty salads”,-38.1517193,145.1522255,Australian,110
1180,Royal Standard Hotel,4.6,19,"Italian, Bar",$$ - $$$,“Best Pub In Melbourne”,-37.807831,144.9542788,Italian,106.4
1326,Port of Call Saloon and Island Grill,4.5,14,Caribbean,$$ - $$$,“A  great surprise for a deal voucher”,29.9644,-90.06175,,77
1182,Degani Docklands,4.1,21,"Cafe, Australian",$$ - $$$,“Average wrap”,-37.8224616,144.9535519,Australian,107.1
1183,Montague Park Foodstore,4.3,20,"Cafe, Australian",$$ - $$$,“Really good service”,-37.8372026,144.9538879,Australian,106
1328,Toodouri,4.2,15,"Barbecue, Asian",$$ - $$$,“Won't you take me to Korean town ......”,-37.8058296,144.9577266,Barbecue,78
1185,23 Cafe restaurant Bar,4.3,20,"Cafe, Australian",$$ - $$$,“Welcoming friendly staff”,-37.7946042,145.235546,Australian,106
1186,The Stuffed Pepper,5,17,"Middle Eastern, Egyptian",$$ - $$$,“Recommended”,-37.7822668,144.9773146,Middle Eastern,102
1334,Teh Tarik Corner,4.4,14,"Asian, Malaysian",$,“We came across this little shop when we...”,-37.8466004,144.9933545,Malaysian,75.6
1188,Infinite Wasabi,4.7,18,"Japanese, Asian",$$ - $$$,“Lovely Japanese food”,-37.8210698,144.9632597,Japanese,102.6
1189,Deja Vue,4.7,18,"French, European",$$ - $$$,“Was wonderful.....closed now!”,-37.703,145.103451,French,102.6
1190,Thai Classic,4.7,18,"Asian, Thai",$$ - $$$,“Good Thai food better than average”,-37.775842,145.018423,Thai,102.6
1191,Mr Collins,2.9,29,"Italian, Pizza",$$ - $$$,“Decent coffee”,-37.8207714,144.949622,Italian,113.1
1192,University Hotel,4.2,20,"Italian, Bar",$$ - $$$,“Enjoyable”,-37.8101492,144.9571351,Italian,104
1193,Blue Moon Bar Restaurant Cafe,4.2,20,"Bar, Pub",$,“A hidden gem near RMIT”,-37.8073753,144.9660039,Pub,104
1194,Melbourne Pizza Bar,3.5,24,"Italian, Pizza",,“Value and fun”,-37.8228909,144.9814383,Italian,108
1338,Zinc Fed Square,4.4,14,Australian,$$$$,“Typical big event venue”,-37.8182892,144.9702676,Australian,75.6
1196,Mr,4.4,19,Italian,$$ - $$$,“Enjoyable dinner”,-37.8389362,144.9750694,Italian,102.6
1197,Sushi Masa,4.4,19,"Japanese, Sushi",$$ - $$$,“Authentic Japanese Restaurant”,-37.8112903,144.9725754,Japanese,102.6
1198,Travelling Bandit,4.4,19,"Cafe, Australian",$$ - $$$,“great coffee”,-37.7915575,145.0937297,Australian,102.6
1199,Le Charme de Saigon,4.6,18,"Vietnamese, Asian",$$ - $$$,“Hidden Gem in Chinatown!”,-37.8118644,144.9670265,Vietnamese,100.8
1200,Tabouli,4.6,18,"Lebanese, Middle Eastern",,“One platter was enough for a couple to...”,-37.801192,144.966602,Middle Eastern,100.8
1201,Buza Chicken,4.1,20,"Asian, Korean",$$ - $$$,“... - forget KFC or any other derivativ...”,-37.8099792,144.9579182,Korean,102
1202,Miss Siam,4.1,20,"Thai, Asian",$,“Came here for tea and had Massaman Curry and roti bread some of the best I’ve...”,-37.818507,144.9554839,Thai,102
1203,Royal Orchid,3.9,21,"Asian, Thai",$$ - $$$,“Best Green Curry chicken”,-37.835215,144.9450891,Thai,102.9
1204,Grandma's Dumpling,3.9,21,"Asian, Chinese",$,“Slow service but good food”,-37.8087,144.968748,Chinese,102.9
1205,Cafe 417,4.8,17,"Cafe, Australian",$,“There seems to be a variation in the...”,-37.8137747,144.9624652,Australian,98.6
1348,The White Elephant on Barkly,3.8,16,"Sri Lankan, Asian",$$ - $$$,“Great Food and Value For Money”,-37.7974222,144.8765502,Malaysian,76.8
1207,Silks,3.7,22,"Asian, Chinese",,“Excellent Food and Atmosphere”,-37.8218012,144.9601499,Chinese,103.4
1208,Filou's Patisserie,4.5,18,"French, Cafe",$,“Delicious pie”,-37.7874369,144.969476,French,99
1209,Don Too Japanese,4.5,18,"Japanese, Asian",$,“Snappy Service and right price”,-37.8107199,144.9635991,Japanese,99
1210,CY Sushi & Noodle,4,20,"Asian, Sushi",$,“Awesome Food!”,35.6707462,139.7629879,Japanese,100
1211,Pink.,2.5,32,"Contemporary, Healthy",$$ - $$$,“Over priced”,-37.8136723,144.9702417,healthy,112
1212,Roccella,4.7,17,"Italian, Pizza",$$ - $$$,“I understand it’s an Italian restaurant and they are trying to provide an Ita...”,-37.8117379,144.9835304,Italian,96.9
1349,The Grand Tofu,4.3,14,"Asian, Malaysian",$,“One of the best Malaysian”,-37.881521,145.163848,Malaysian,74.2
1214,China Town,4.2,19,"Chinese, Asian",$,“A foodie delight”,-37.8114839,144.9687451,Chinese,98.8
1215,Kagu Ra Zaka,4.2,19,"Japanese, Sushi",$$ - $$$,“Good food close to Como Centre”,-37.8396492,144.9961187,Japanese,98.8
1216,Tom's Thai,4.4,18,"Asian, Thai",$$ - $$$,“Casual dinner with the family”,-37.877126,144.758607,Thai,97.2
1217,Ciao Cucina,4.4,18,"Italian, Pizza",$$ - $$$,“Very Good but Pathetic Service”,-37.8403371,144.9403526,Italian,97.2
1218,Golden Delicious,3.6,22,"Chinese, Asian",$$ - $$$,“Great food in the burbs...”,-37.8112258,144.9698318,Chinese,101.2
1219,Migo's,4.6,17,"Cafe, Italian",$$ - $$$,“Lovely”,-37.8171656,144.9649935,Italian,95.2
1220,Azzurro Woodfired Pizza,4.6,17,"Italian, Pizza",$$ - $$$,“Best pizza around.”,-37.9138086,145.0167432,Italian,95.2
1221,Lobbs,4.6,17,"Cafe, Australian",$$ - $$$,“Great breakfast”,-37.7633,144.962589,Australian,95.2
1222,Mr Kitchen,3,26,"Chinese, Asian",$,"“Some good, some ok”",-37.8107495,144.9632887,Chinese,104
1223,I Love Chicken,4.1,19,"Asian, Korean",$$ - $$$,“Best chicken we have ever had”,-37.8148922,144.9539528,Korean,96.9
1350,Grill'd,4.3,14,Australian,$,“Burgers !!!”,-37.8101221,144.962971,Australian,74.2
1225,Duke of Edinburgh Hotel,4.1,19,"Bar, Pub",$$ - $$$,“Great meals good beer”,-37.7678221,144.9621235,Pub,96.9
1226,Ramen Bankara,4.1,19,"Japanese, Asian",$$ - $$$,“Best in the centre”,-37.8110187,144.9641679,Japanese,96.9
1354,Three Little Dumplings,4,15,Asian,$,“You'll want to eat more than three of the dumplings!”,-37.8300677,144.9594226,Malaysian,75
1228,Joo Mak,4.1,19,"Asian, Korean",$$ - $$$,“Great night out”,-37.8089306,144.9632417,Korean,96.9
1364,The Oak Tree Tavern,4.6,13,"Bar, British",$$ - $$$,“Great little pub with plenty of live music ranging from karaoke to some amazi...”,-37.8571166,145.3141021,Bar,72.8
1366,Hawkers Lane,4.6,13,"Asian, Malaysian",$$ - $$$,“Sardine curry puffs were also excellent and it’s great to see something diffe...”,-37.843581,144.884164,Malaysian,72.8
1231,Diamond Indian & Hungarian Cuisine,4.3,18,"Indian, Hungarian",$$ - $$$,“A very pleasant experience with great...”,-25.539722,152.699959,Indian,95.4
1232,Bar Napoli,3.5,22,"Italian, Pizza",$,“Delicious authentic Italian dining in a...”,-37.8125681,144.9640495,Italian,99
1233,Panned Pizza,3.2,24,"Pizza, Fast Food",$$ - $$$,"“Decent pizza, friendly service”",-37.8131287,144.9677862,Pizza,100.8
1234,Rubira's Port Melbourne,4.5,17,"Seafood, Australian",,“A great night out”,-37.8327981,144.9456215,Australian,93.5
1235,La Taverna,4.5,17,"Italian, Pizza",$$ - $$$,“Fantastic pizza & pasta”,-37.7715652,144.971957,Italian,93.5
1381,ibis Kitchen Restaurant,4.1,14,International,$$ - $$$,“Decent breakfast buffett”,-37.806784,144.9613114,,71.4
1237,Code 3,4,19,"Cafe, Australian",$,“Value for money”,-37.8139094,144.9514926,Australian,95
1238,China Chilli,3.8,20,"Chinese, Asian",$$ - $$$,“Food was great but with only”,-37.8129687,144.9669641,Chinese,96
1239,Celestial Dumpling & Bar,4,19,"Asian, Chinese",$,“Dumplings galore!”,-37.8318255,144.9696388,Chinese,95
1240,Sassone Cucina Italiana,4.2,18,"Italian, Pizza",$$ - $$$,“... possibly the best pizza I’ve ever had.”,-37.8246249,144.9461021,Italian,93.6
1383,Mozambique Bar & Grill,4.4,13,"African, Bar",$$ - $$$,"“Sorry Guys, Not My Cup Of Tea”",33.5292569,-117.771609,Bar,70.2
1242,Three Locals,4.2,18,"Cafe, Australian",$$ - $$$,“Awesome food”,-37.777263,145.0186108,Australian,93.6
1243,Six Degrees Coffee & Food Co.,5,15,"Cafe, Australian",$$ - $$$,“Quality food”,39.7923088,-121.8437652,Australian,90
1244,Banter Wine Bar,5,15,"Wine Bar, Italian",,“Our new local”,-37.8028112,144.9486897,Italian,90
1245,Panini Bar,4.4,17,"Cafe, Australian",$,“... to deliver great coffee amid the CO...”,-37.8122093,144.9708346,Australian,91.8
1246,Good Ovening,4.4,17,Korean,$,“Great chicken”,-37.8136691,144.9608609,Korean,91.8
1247,Elements Cafe,3.9,19,"Cafe, Australian",$,“Good coffee and casual food menu”,-37.8220974,144.9457166,Australian,93.1
1248,Shompen,3.7,20,"Indian, African",$$ - $$$,“Delicious”,-37.796921,144.970331,Indian,94
1249,Wonky Trolley,4.1,18,Fast Food,$,“Closer to 4.5 stars”,-37.803938,144.949255,Fast Food,91.8
1250,Velvet Bar,4.1,18,"Bar, Pub",$$ - $$$,“Nice bar”,-37.8232292,144.9589295,Pub,91.8
1251,3 Sons,4.6,16,"Cafe, Healthy",$$ - $$$,“I usually visit cafes located in Melbou...”,-37.9958401,145.1834833,healthy,89.6
1252,Sori,4.6,16,"Asian, Korean",$,“Sori is fabulous”,-37.793601,144.929984,Korean,89.6
1253,Leap's Bakery Cafe,4.6,16,"Cafe, Australian",$,“Latte and food with a smile”,-37.819763,144.9561852,Australian,89.6
1254,Eureka Terrace Bar,4.6,16,"Cafe, International",$$ - $$$,“Great place to relax”,-37.821413,144.964471,Caf�,89.6
1255,New York Tomato Cafe,4.6,16,"Cafe, Australian",$$ - $$$,“Quiet little cafe with great coffee”,-37.8131776,144.9925803,Australian,89.6
1256,Chalice Bar and Tapas,4.9,15,"Latin, International",$$ - $$$,“Like Lygon street of old”,-37.801021,144.967152,Latin,88.5
1257,Stockroom567,4.3,17,Italian,$$ - $$$,“Birthday breakfast”,-37.8188979,144.9554465,Italian,90.1
1258,Monkey Bar,4.3,17,"Asian, Chinese",$,“Food was very nice”,-37.8129429,144.9609868,Chinese,90.1
1259,Classic Curry Restaurant,3.3,22,Indian,$,"“... rice, three kinds of vegetarian curry (fairly mild), and some Naan bread.”",-37.8044013,144.9581834,Indian,94.6
1260,Taste of Cyprus,4.8,15,"Mediterranean, Greek",$,“Best souvlaki ive had”,-37.6856641,144.7386176,Mediterranean,87
1261,Lavezzi Gelateria,4.8,15,"Cafe, Italian",$$ - $$$,“Real Flavour”,-37.7991619,144.9673927,Italian,87
1262,Rice Bar Not Only Rice,4,18,"Chinese, Asian",$,“Great casual dining”,-37.8007145,144.9652437,Chinese,90
1263,Capitano,4.5,16,"Italian, Pizza",$$ - $$$,“Maybe best not on Saturday”,-37.796498,144.970434,Italian,88
1264,The Brass Coq,4.2,17,"Asian, Vietnamese",$$ - $$$,“Awesome and tasty dishes”,-37.8129892,144.9555312,Vietnamese,88.4
1265,Nong Tang Noodle House,4.2,17,"Chinese, Asian",$,“Nong Tang Noodle House - @whatepieats”,-37.8124355,144.9672698,Chinese,88.4
1266,Mugs Alley,4.2,17,"Cafe, Australian",$,"“Fresh, tasty food and welcoming staff”",-37.816429,144.976063,Australian,88.4
1267,Dundas Place Cafe,4.2,17,"Cafe, Australian",$,“Melbourne’s best breakfast restaurant”,-37.8412361,144.9546111,Australian,88.4
1268,House Of Delight,4.2,17,"Chinese, Asian",$$ - $$$,“Great experience.”,-37.8810359,145.1626351,Chinese,88.4
1269,Subway,3.4,21,Fast Food,$,“Big Sandwiches”,-37.8166565,144.9668841,Fast Food,92.4
1270,49 Spices,3.1,23,Indian,$$ - $$$,“Enjoyable”,-37.8417508,144.9313112,Indian,94.3
1271,Don Camillo,4.7,15,Cafe,$,“Best Lunch Ever”,-37.8058487,144.9542686,Caf�,85.5
1272,Bicycle Thieves Cafe,4.4,16,"Cafe, Australian",$$ - $$$,"“Foods good, bad acoustics”",-37.7669914,144.9989003,Australian,86.4
1273,Hakoya Ramen,4.4,16,Japanese,$$ - $$$,“Tasty Ramen”,-37.8148325,144.9540568,Japanese,86.4
1433,The Mercat Cross Hotel Restaurant,4.7,11,"Bar, Barbecue",,“Fun atmosphere”,-37.8079372,144.9582514,Barbecue,62.7
1275,Pietro et Paolo,4.4,16,"Cafe, Italian",$$ - $$$,“Breakfast anyone !”,-37.8358708,144.9537985,Italian,86.4
1276,Mr,4.4,16,Pizza,$,“Very different to Pizza Hut”,-37.8389362,144.9750694,Pizza,86.4
1277,Grab A Yabby,3.7,19,"Cajun & Creole, Seafood",$$ - $$$,“Great food”,-37.8145909,144.9644135,Seafood,89.3
1278,Isshin Izakaya,3.7,19,"Japanese, Sushi",$$ - $$$,“Value for money”,-37.8417968,144.939153,Japanese,89.3
1279,Ing Doi Thai,3.9,18,"Asian, Thai",$$ - $$$,“Local Cafe”,-37.8087596,144.9853854,Thai,88.2
1280,The Lounge,5,14,"Bar, Pub",$$ - $$$,“It’s a pub”,-37.8131012,144.9650043,Pub,84
1281,Signature Pho Viet,4.1,17,"Asian, Vietnamese",$,“Something to eat before a business meeting”,-37.8198034,144.9446039,Vietnamese,86.7
1282,Exford Hotel,4.1,17,"Bar, Pub",,“Jumped in cause they had table...”,-37.811781,144.967444,Pub,86.7
1283,The King Hotel,4.1,17,"Bar, Pub",$$ - $$$,“Great open mic night”,-37.8172252,144.9564529,Pub,86.7
1284,King Jons Souvlaki Bar,4.1,17,Greek,$,"“Rustic surroundings, great service and...”",-37.8158597,144.9551646,Europe,86.7
1285,Francis Winifred,4.6,15,"Cafe, Australian",$$ - $$$,“Delicious Lunch”,-37.718545,144.913028,Australian,84
1435,Mantra Cafe,4.7,11,"International, Fusion",$,"“Used to be ok, now just average”",-37.8206016,144.8947515,,62.7
1287,The Breakfast Club,4.6,15,"Cafe, Australian",$$ - $$$,“Really good”,-37.7653711,144.9924236,Australian,84
1288,Cohens wine bar and cafe,4.3,16,"Wine Bar, Bar",$$ - $$$,"“Cozy, quiet and friendly spot for a drink...”",-37.811045,144.968905,Wine Bar,84.8
1289,Cafe Faducci,4.3,16,"Cafe, Australian",$,“where the coffee is”,-37.8187734,145.1220408,Australian,84.8
1290,Charming Spice,3.8,18,"Chinese, Asian",$$ - $$$,"“Authentic ""blow your head off"" Sichuan...”",-37.811556,144.9640014,Chinese,86.4
1291,I Love Pho Express,4,17,Vietnamese,$,“Delicious”,-37.8123745,144.9637649,Vietnamese,85
1292,Gukbab,4,17,"Asian, Korean",$,“Delicious Korean food especially the fr...”,-37.8130939,144.9559644,Korean,85
1293,Subway,3.4,20,"Fast Food, Australian",$,“Cheap eats”,-37.8166565,144.9668841,Australian,88
1443,Momo Station,3.9,13,Asian,$,“Family Dinner”,-37.8135012,144.9664841,Malaysian,63.7
1447,Skewers on Charcoal,4.6,11,Asian,$$ - $$$,“Amazing”,-37.7969339,144.9789573,Malaysian,61.6
1296,Aree Thai,4.2,16,"Asian, Thai",$,"“Excellent fresh beer battered prawns, Penang curry chicken and coconut rice.”",-37.814251,144.9404787,Thai,83.2
1297,Arabesque Restaurant and Lounge,4.2,16,"Middle Eastern, Arabic",$$ - $$$,“Plenty of food”,-37.803288,144.958572,Middle Eastern,83.2
1298,Gyoza Gyoza,4.2,16,Japanese,$$ - $$$,“Nice layout and good recipes”,-37.811596,144.968981,Japanese,83.2
1299,Tower Sushi Flinders St Station,2.3,29,"Japanese, Sushi",$,“after the rain”,-37.8182198,144.967484,Japanese,95.7
1300,Balti Indian Cafe Restaurant,3.5,19,Indian,$$ - $$$,“Good Indian food”,-37.8041088,144.9666334,Indian,85.5
1454,Aerial South Wharf,4.2,12,Australian,$$$$,“Conference Dinner”,-37.8243909,144.9503391,Australian,62.4
1302,Cafe Blush,3.5,19,"Cafe, Australian",$$ - $$$,“Better when it was the Tea Salon”,-37.8127778,144.9638889,Australian,85.5
1303,Corner Lane Cafe,4.4,15,"Cafe, Australian",$,“Good breakfast”,-37.8118861,144.9594816,Australian,81
1304,Paddock cafe MCG,4.4,15,"Australian, Cafe",$$ - $$$,“Good service but overpriced”,-37.8191868,144.9843846,Australian,81
1305,Wayo Japanese Dining,4.7,14,"Japanese, Asian",$$ - $$$,“Delicious Casual Japanese (& BYO)”,-37.788137,144.9310318,Japanese,79.8
1306,The Rice Paddy Thai Restaurant,4.7,14,"Thai, Asian",,“The rice as a side was perfect.”,-37.8385448,144.987553,Thai,79.8
1307,Thai Deli,4.7,14,"Asian, Thai",$,“Delicious Thai takeaway”,-37.830295,144.959606,Thai,79.8
1462,C B D,4.5,11,Australian,,“Staying in the city for a few days”,-37.813611,144.963056,Australian,60.5
1309,Calia,4.1,16,"Chinese, Japanese",$$ - $$$,"“From the fresh edamame and eggplant miso to the baked scallop and gyutan don,...”",-37.8124446,144.963875,Chinese,81.6
1310,Lost Angel Bar & Restaurant,4.1,16,"Asian, Thai",$,“Quick and full of flavour”,-37.8079046,144.9711419,Thai,81.6
1311,Royale Pizza,4.1,16,Pizza,$,“Ok for a late night snack”,-37.8196912,144.954892,Pizza,81.6
1312,Ramen and Dumpling House,4.1,16,"Chinese, Asian",$,“Tasty fried dumplings”,-37.888646,145.0573363,Chinese,81.6
1313,Japanese Ramen & Yakitori Dining Dosanko Larmen,5,13,"Japanese, Asian",$$ - $$$,“Authentic and Tasty”,35.6442197,139.6989832,Japanese,78
1314,OST Bar & Diner,5,13,"Austrian, European",$$ - $$$,“Very good! quality food!”,47.5721354,7.6014384,Europe,78
1315,143 Italy,3.6,18,Italian,$$ - $$$,“Enjoy”,-37.8038067,144.9661337,Italian,82.8
1316,Nando's Bourke Place,3.8,17,Fast Food,$,“Salad”,-37.8159366,144.9559878,Fast Food,81.6
1317,Han Guuk Guan,3.8,17,"Asian, Korean",$$ - $$$,“Great BYO BBQ value”,-37.8075406,144.9679866,Korean,81.6
1318,D.O.C,4.3,15,Italian,$$ - $$$,"“Realistically, 3.5”",-37.8210407,144.9638556,Italian,79.5
1319,Spirit Of Thai,4.6,14,"Asian, Thai",$$ - $$$,“Amazing Thai food”,-37.8415766,144.9389527,Thai,78.4
1320,Petite Tresor,4.6,14,"Cafe, Australian",$$ - $$$,“Petit Tresor has closed!”,-37.833731,144.960643,Australian,78.4
1463,Cafe Batavia,4.5,11,"Asian, Indonesian",$,“Great little place. Hidden gem. Friendly...”,-37.8527177,144.9808183,Malaysian,60.5
1322,Pok Pok Junior,4.2,15,"Asian, Thai",$$ - $$$,“We visited this restaurant after having happy hour drinks next door at Simply...”,-37.8164376,144.9581227,Thai,78
1323,Dumpling 88,4.2,15,"Asian, Chinese",$$ - $$$,“Great dumplings”,-37.800467,144.966516,Chinese,78
1324,The Curry Bowl,4.2,15,Indian,$,“Hits the spot”,-37.8103894,144.9693603,Indian,78
1325,Cure Bar & Eatery,3.5,18,"European, Spanish",$$ - $$$,“The perfect roast!”,35.4493266,139.6301065,Europe,81
1486,Hana,4,12,Hawaiian,$$ - $$$,“Cool & quirky”,-37.8140833,144.9672556,,60
1327,Paramount Food Court,4.2,15,"Chinese, Asian",$,“I like the laksa -- Malaysian noodles wigth currry broth.”,-37.8113783,144.9695903,Chinese,78
1492,Vanilla Bean,4,12,"International, Australian",$$ - $$$,“Chinese and Burgers”,-37.8090655,144.9689063,Australian,60
1329,Shuji Sushi,3.5,18,"Japanese, Sushi",$$ - $$$,“I ended up eating one roll in small bites.”,-37.8451125,144.9793266,Japanese,81
1330,Mr Albert Eastern,4.2,15,"Cafe, Australian",$$ - $$$,“Awesome”,-37.8371393,144.9673036,Australian,78
1509,Chilli Padi,4.2,11,Asian,,“Chilli India- Quality going down”,-37.8110186,144.9622916,Malaysian,57.2
1510,Rathdowne Village Delicatessen,4.6,10,Deli,,“Really nice food”,-37.788546,144.972374,,56
1333,Ramen Ya,3.9,16,"Japanese, Asian",$,“Good ramen”,-37.813136,144.9633486,Japanese,78.4
1513,StrEAT,4.6,10,International,$$ - $$$,"“Coffee inexpensive, food a bit dearer”",-37.806415,144.99011,,56
1335,Gioia Mia,4.4,14,"Cafe, Italian",$$ - $$$,“Make it your choice!”,-37.8358708,144.9537985,Italian,75.6
1336,Robot Bar,4.4,14,"Japanese, Bar",$$ - $$$,“Nice bar”,-37.817056,144.963734,Japanese,75.6
1337,Hung Vuong,4.4,14,"Asian, Vietnamese",$,“Good Pho”,-37.799786,144.9006299,Vietnamese,75.6
1540,West Village,4.4,10,,,“Drinks only”,-37.8242586,144.9496455,,54
1339,Tong Lok Chinese Restaurant,4.4,14,"Chinese, Asian",$$ - $$$,"“New owner, new menu,but the same decor”",-37.863796,145.081454,Chinese,75.6
1340,Cafe Eurasia,4.1,15,"Cafe, Australian",$,“good cheap breakfast meal & drink.”,-37.8186505,144.9550736,Australian,76.5
1341,East Malvern Rsl,4.1,15,"Bar, Pub",$$ - $$$,“A good thing GONE”,-37.8717842,145.0666198,Pub,76.5
1342,The Loft,4.1,15,Cafe,$,“Not obvious”,-37.800071,144.956616,Caf�,76.5
1343,Torasan Ramen,4.1,15,"Japanese, Asian",$,“The ramen is not the best.”,-37.8089811,144.9610166,Japanese,76.5
1344,Angie's Dumpling Bar,4.1,15,"Chinese, Asian",$$ - $$$,“Nice to be back!”,-37.6499688,145.0697104,Chinese,76.5
1345,Arena Cafe,4.1,15,"European, Italian",$$ - $$$,“Tennis Lunch”,-37.875167,145.1653085,Italian,76.5
1346,The Spice Dine,3.6,17,Indian,$$ - $$$,“Cheap and cheerful”,-37.8189945,144.9483003,Indian,78.2
1347,McDonald's,3.4,18,Fast Food,$,“A standard meal.”,-37.8280272,144.957996,Fast Food,79.2
1541,Sandwich Chefs,4,11,,,“Good selection for quick snack”,-37.854814,144.981618,,55
1548,Derby Thai St Kilda,4.3,10,,,“Brodie”,-37.8598029,144.9765436,,53
1549,Badger Vs Hawk,4.3,10,American,,“Great Coffee”,-37.811012,144.959629,American,53
1351,Rogue District,4.3,14,"Cafe, Australian",$$ - $$$,“Nothing Rogue about this District.”,-37.760738,144.964077,Australian,74.2
1352,Long Dragon Dumpling House,4.3,14,"Chinese, Asian",$,“Dumplings are Tasty..!!”,-37.8345465,144.9693305,Chinese,74.2
1353,Dolan Uyghur Restaurant,4.3,14,"Asian, Chinese",$$ - $$$,“A real treat for us”,-37.809644,144.967052,Chinese,74.2
1553,Vegie Out Time,4.3,10,"Asian, Indonesian",$,“Flavoursome but very spicy and overpriced”,-37.8462938,144.9943594,Malaysian,53
1355,New Kum Den BBQ,4,15,"Chinese, Asian",$$ - $$$,“Good Tasty Food”,-37.8091942,144.9684658,Chinese,75
1356,Zambrero MIT House,4,15,Mexican,$,“Lovely burritos”,-37.8124294,144.9608309,Mexican,75
1357,Grand Lafayette,4,15,"Japanese, Asian",$$ - $$$,"“Serving great breakfast, lunch and Japanese inspired dinner.”",-37.8515605,144.995066,Japanese,75
1358,Healthy Habits,5,12,"Cafe, Australian",,“A quick lunch at Health Habits at Knox...”,-37.8096661,144.9629979,Australian,72
1359,Pidapipo Gelateria,4.6,13,Italian,$,“Ridiculously good”,-37.8175918,144.9660483,Italian,72.8
1360,Crave Pizza Bar Co.,4.6,13,"Pizza, Italian",$$ - $$$,“Do it”,-37.843686,144.995732,Italian,72.8
1361,Baxter Fish and Chips,4.6,13,"Fast Food, Australian",$,“Another visit to this exceptional place”,-38.1951847,145.1588234,Australian,72.8
1362,White Rabbit Record Bar,4.6,13,"Cafe, Australian",$$ - $$$,“Treasure chest of records”,-37.7936111,144.93,Australian,72.8
1363,Walk Don't Run,4.6,13,Cafe,$$ - $$$,"“Organic, wholesome, nutritious, healthy...”",-37.856194,145.019871,Caf�,72.8
1555,Myer Mural Hall,3.9,11,Australian,$$ - $$$,“Hidden Gem Venue in the heart of Melbourne”,-37.8133302,144.9637022,Australian,53.9
1365,Bamboo Bean,4.6,13,"Bar, Cafe",$$ - $$$,“... the sun while sitting in the shade.”,-37.8771214,145.0585934,Caf�,72.8
1563,Farmer's Daughter,4.7,9,Australian,,“Great food and service but horrendously...”,-37.8135267,144.9710126,Australian,51.3
1367,Dragon Valley Chinese Restaurant,4.6,13,"Chinese, Asian",$$ - $$$,“Awesome Chinese Restaurant”,-37.7665446,144.9178456,Chinese,72.8
1368,Super Bowl Pho & Bun Bo Hue,4.6,13,"Asian, Vietnamese",$,"“#24, with egg noodles = So flavoursome!”",35.222795,-101.770656,Vietnamese,72.8
1369,Taco Bill Mexican Restaurant,4.6,13,Mexican,$$ - $$$,“Good Mexican and good people”,-37.836144,144.96234,Mexican,72.8
1370,Nihonbashi Zen,2.7,22,"Japanese, Asian",$$ - $$$,"“Overpriced, exceptional service, great...”",-37.8112535,144.9697522,Japanese,81.4
1371,Kagurazaka Japanese Restaurant,4.2,14,"Japanese, Sushi",$$ - $$$,“Great Service & Good Value”,-37.8396492,144.9961187,Japanese,72.8
1372,The Kathmandu Cottage,4.2,14,Indian,$$ - $$$,“Nice Indian in North Melbourne”,-37.805392,144.9498101,Indian,72.8
1373,Pepe's Italian & Liquor,4.5,13,"Italian, American",$$ - $$$,“Pepe's has a fine al fresco dining area...”,-37.8093593,144.9690186,American,71.5
1374,Udon Izakaya Maedaya,4.5,13,Japanese,$,“Best Udon in the City”,-37.8125943,144.9682996,Japanese,71.5
1375,Hungry Bear Pizza Bar,4.5,13,Pizza,$$ - $$$,“Best pizza I've had in ages!”,-37.8108584,144.9624036,Pizza,71.5
1376,Pho Tam,4.5,13,"Asian, Vietnamese",$,“Still delicious”,-37.798696,144.90132,Vietnamese,71.5
1377,Pazzi Per La Pizza,3.9,15,"Italian, Pizza",,“Great Pizza At Melbourne Central”,-37.8104945,144.9628294,Italian,73.5
